ticker,start_time,Q_shares,v60,realized_vol,volume_cv,twap_fill,vwap_fill,twap_is,vwap_is,market_vwap,twap_slip_mvwap,vwap_slip_mvwap,twap_avg_price,vwap_avg_price,p0,is_diff_vwap_minus_twap,vwap_better_is,slip_diff_vwap_minus_twap,vwap_better_mvwap
SPY,2025-12-02 15:45:00-05:00,187264.51,18726451.0,0.0032866392433912,0.6604225926841663,1.0,1.0,-1.2721354166666288,-1.2568265181633933,681.2024019974617,-0.0153088985033491,-1.1368683772161605e-13,681.1870930989584,681.2024019974616,682.459228515625,0.0153088985032354,False,0.0153088985032354,False
AAPL,2025-12-08 09:40:00-05:00,37110.5,3711050.0,0.0031608173132457,0.217524158960206,1.0,1.0,-0.0824762980143418,-0.0823792890541312,277.8076353593833,-9.700896015374384e-05,5.684341886080803e-14,277.80753835042316,277.80763535938337,277.8900146484375,9.700896021058723e-05,False,9.700896021058723e-05,False
AMZN,2026-02-10 14:05:00-05:00,33611.22,3361122.0,0.0037341185073911,0.2586537827624228,1.0,1.0,-0.1579259236654024,-0.2159962046414705,207.9890056264132,0.058070280976068,0.0,208.04707590738929,207.9890056264132,208.2050018310547,-0.058070280976068,True,-0.058070280976068,True
AAPL,2026-01-12 11:00:00-05:00,30990.62,3099062.0,0.0041968716349568,0.2039862822812075,1.0,1.0,0.5608851114909044,0.6157079081154961,260.2657018045998,-0.0548227966245349,5.684341886080803e-14,260.2108790079753,260.26570180459987,259.6499938964844,0.0548227966245917,False,0.0548227966245917,False
SPY,2025-12-30 10:00:00-05:00,60489.14,6048914.0,0.0012769528785229,0.303853367184102,1.0,1.0,-0.6526031494141762,-0.6570330729864509,687.1429547199824,0.0044299235721609,-1.1368683772161605e-13,687.1473846435546,687.1429547199823,687.7999877929688,-0.0044299235722746,True,-0.0044299235722746,True
AMZN,2026-01-16 15:40:00-05:00,92677.09,9267709.0,0.0247863965532691,1.070443459700266,1.0,1.0,-3.6449839274089015,-4.188096783196698,234.34190199610012,0.5431128557878537,5.684341886080803e-14,234.88501485188797,234.34190199610015,238.52999877929688,-0.5431128557877969,True,-0.5431128557877969,True
MSFT,2026-01-15 09:50:00-05:00,27938.26,2793826.0,0.0054508933651127,0.374550035199141,0.9999999999999998,1.0,-0.37650044759107,-0.4714211280925156,458.99256812972,0.0949206805014455,0.0,459.08748881022143,458.99256812972,459.4639892578125,-0.0949206805014455,True,-0.0949206805014455,True
SPY,2026-01-13 15:25:00-05:00,244762.83,24476283.0,0.0043294967319557,0.5287941842121058,1.0,1.0,-0.420415242512945,-0.1256879639209955,691.8743120360791,-0.2947272785920631,-1.1368683772161605e-13,691.579584757487,691.874312036079,692.0,0.2947272785919494,False,0.2947272785919494,False
AMZN,2025-12-15 15:20:00-05:00,80862.43000000001,8086243.0,0.0064957008950467,1.1664365182296577,0.9999999999999998,1.0,-0.0958429972330066,-0.1559944625022353,222.4390067582009,0.0601514652692287,0.0,222.49915822347012,222.4390067582009,222.59500122070312,-0.0601514652692287,True,-0.0601514652692287,True
NVDA,2026-02-05 10:55:00-05:00,176966.25,17696625.0,0.011032426042999,0.1931982368522689,1.0,1.0,0.6419741312662666,0.7298726529912472,173.9098653287725,-0.0878985217249805,0.0,173.82196680704752,173.9098653287725,173.17999267578125,0.0878985217249805,False,0.0878985217249805,False
