ticker,n,twap_is_mean,forecast_vwap_is_mean,twap_fill_mean,forecast_vwap_fill_mean,forecast_vwap_better_is_rate
AAPL,200,-0.046979862535544044,-0.04518763160006443,0.9042169805284267,0.899002871584062,0.485
AMZN,200,0.0046149864591325225,-0.0006208798208601221,0.947018628325689,0.9334401850184662,0.535
MSFT,200,0.012038320410070477,-0.002726982368488108,0.9368330998862321,0.929982689754718,0.53
NVDA,200,-0.018145708769565085,-0.019773232462067088,0.9503514038889425,0.9344473014172402,0.525
SPY,200,-0.06675063559958005,-0.06887522124313138,0.9864446086713548,0.9884593035041607,0.55
